"compound_name","filename","voltage","MS2"
"Ergothioneine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",20,"56.7642, 4824; 58.01158, 4117; 60.08159, 230237; 63.29823, 4288; 65.87444, 4673; 79.32482, 4840; 88.66331, 4466; 90.19353, 4371; 97.8504, 5262; 120.38534, 4355; 122.58978, 4591; 124.6274, 3994; 127.03272, 451701; 135.7621, 4199; 139.86145, 4096; 143.02766, 4532; 144.80173, 4044; 157.56738, 4012; 162.93153, 4317; 165.89117, 4966; 171.02228, 9458; 175.27266, 4095; 186.10612, 1360814; 212.08557, 9441; 218.20491, 14257; 218.21872, 38111; 230.09592, 1131577; 230.13969, 42986; 230.24785, 25948; 55.85911, 3983; 60.07997, 6589; 60.08157, 78388; 60.08318, 7152; 72.91339, 3352; 76.22133, 3949; 77.69425, 3279; 78.63801, 3471; 80.31305, 4089; 85.21357, 3954; 89.21359, 4286; 94.62381, 3569; 99.00236, 4161; 101.23344, 3413; 123.92833, 4000; 127.03271, 159976; 145.81693, 3608; 156.07564, 3522; 186.10609, 507419; 217.28981, 11622; 217.30302, 46570; 230.09587, 419174; 230.13966, 47560; 230.24782, 30671"
"Ergothioneine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",35,"50.67762, 4161; 52.79716, 4039; 58.46613, 3823; 60.08158, 432741; 60.10649, 4363; 60.16328, 3867; 62.9075, 3716; 63.89739, 3797; 65.3156, 3691; 68.05029, 11913; 69.05807, 18603; 77.53244, 4458; 79.26794, 4446; 80.20593, 3673; 86.00653, 26355; 88.17104, 3393; 88.67061, 3686; 98.36688, 3915; 100.02198, 24710; 112.47277, 3824; 114.82082, 3504; 122.25879, 4137; 122.86511, 3785; 123.49161, 3916; 125.96524, 4580; 127.0327, 1493686; 143.02734, 18819; 143.23099, 4459; 151.6913, 3509; 159.77359, 4191; 171.0222, 21835; 178.90997, 4045; 186.10612, 591017; 227.66594, 5149; 230.09595, 85069; 230.10982, 6527; 230.11433, 6624; 230.13991, 35164; 230.24818, 15364; 56.0728, 3370; 58.10119, 3551; 58.32269, 3929; 60.08158, 203132; 62.00878, 3366; 62.23562, 3563; 69.05803, 9430; 72.23971, 4084; 72.59196, 3895; 82.0658, 3524; 86.00637, 5412; 87.17033, 3425; 87.89003, 3988; 98.21719, 3343; 100.02201, 14367; 101.36971, 3525; 123.85717, 3490; 127.03268, 650323; 128.08307, 3430; 132.68346, 3942; 143.02753, 5915; 171.02243, 9594; 186.10611, 268392; 197.09721, 3680; 217.52444, 3849; 227.67894, 8005; 230.09572, 42390; 230.1402, 39100; 230.15234, 5477; 230.24832, 22755"
"Ergothioneine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",50,"51.02389, 5264; 56.05021, 6156; 58.99573, 16260; 60.08158, 429826; 65.16028, 5566; 67.04245, 29274; 67.04421, 4314; 68.05025, 122886; 69.05806, 190796; 79.73724, 4773; 83.06106, 19314; 85.01133, 11419; 86.00657, 82999; 94.05314, 17686; 95.06095, 6366; 95.51335, 5446; 100.02209, 182871; 111.05571, 10431; 123.41567, 5137; 124.08725, 6643; 125.01714, 6303; 127.0327, 2071333; 143.02771, 52973; 147.42603, 5660; 153.01205, 9932; 171.02246, 12340; 186.10617, 72159; 197.06206, 13907; 227.66771, 11431; 230.09663, 5724; 230.12572, 4989; 230.13995, 11592; 56.91688, 3113; 60.08158, 67197; 60.08317, 6308; 67.04235, 4256; 68.05027, 15424; 69.05804, 29286; 83.97987, 3512; 86.00655, 11088; 100.02209, 20988; 123.95628, 4221; 124.08714, 8347; 127.03271, 311786; 143.02754, 5436; 148.08699, 3817; 157.0696, 3599; 165.03941, 3505; 186.10651, 10142; 218.25362, 4060; 227.6633, 3944; 230.1405, 14500"
"Ergothioneine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",100,"52.68443, 2931; 53.00303, 8588; 53.79366, 3427; 54.03463, 25031; 56.05031, 43654; 57.66765, 3841; 57.85566, 3813; 58.06427, 4082; 58.06594, 26816; 58.99581, 32506; 59.99106, 34722; 60.08158, 125307; 66.03458, 7472; 67.04241, 181498; 68.05023, 217112; 69.05805, 279794; 71.99092, 11294; 73.22781, 3654; 74.00665, 4778; 76.31345, 3382; 82.05312, 9759; 83.06101, 30314; 83.99087, 5372; 86.00649, 13087; 93.04536, 18780; 94.05313, 70397; 95.06079, 13150; 98.00627, 5148; 100.02207, 66441; 104.35165, 3581; 111.05576, 8494; 113.01715, 5292; 114.02506, 29512; 115.03265, 13401; 127.03276, 61681; 136.08705, 4424; 143.02737, 6899; 160.61833, 3505; 193.72136, 4281; 227.66919, 7216; 53.00302, 4277; 54.0346, 6637; 56.05029, 13161; 58.57613, 3676; 58.6152, 3200; 58.95482, 3120; 58.99583, 11106; 59.81491, 3886; 59.99108, 10323; 60.08158, 45070; 66.03458, 7889; 66.35437, 3253; 67.04241, 55124; 68.05021, 74245; 69.05804, 94203; 78.97063, 3296; 83.0611, 10964; 85.01126, 3452; 86.00643, 4552; 93.04527, 10500; 94.05308, 21938; 95.061, 5423; 95.17749, 3530; 99.01427, 3868; 100.02211, 26658; 111.54675, 3203; 114.02483, 8103; 115.03292, 4916; 127.03271, 21610; 137.33102, 3412; 142.00029, 3681; 186.28659, 3719; 227.66698, 3891; 227.68004, 4521"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",20,"60.00947, 5084; 60.04519, 155055; 60.04688, 10487; 61.02915, 17135; 64.52544, 5944; 65.60294, 6047; 68.05026, 19530; 69.03426, 22889; 70.0659, 28304; 72.04511, 227326; 75.90824, 6560; 80.05022, 13183; 81.03423, 11283; 84.04505, 846621; 85.02905, 123005; 86.06071, 7563; 90.05557, 14583; 96.04495, 80800; 97.02898, 52630; 98.06059, 165506; 99.04459, 8752; 102.05549, 23935; 103.03946, 14995; 105.65218, 6635; 108.04485, 25781; 109.02888, 15213; 114.05537, 96801; 115.03931, 12627; 116.07097, 17084; 121.25425, 6270; 123.4402, 6853; 126.05524, 233521; 127.03935, 60890; 128.01181, 6723; 138.17117, 6332; 144.0657, 262933; 145.04964, 20403; 162.0762, 934348; 162.12735, 6799; 180.08691, 135558; 180.10396, 20033; 180.11328, 8923; 50.19095, 3245; 56.10027, 3930; 60.04518, 17338; 72.04507, 21084; 83.09599, 3563; 84.045, 97283; 85.02903, 9709; 88.31166, 3455; 89.23022, 3231; 91.74662, 3468; 92.69414, 2985; 96.04479, 10826; 96.36629, 3146; 97.02886, 5087; 98.06054, 15371; 114.05535, 7023; 116.00216, 4978; 116.07105, 4061; 126.05522, 21857; 127.03908, 6866; 133.46585, 3166; 144.06573, 29052; 147.36134, 3283; 162.0762, 108570; 174.98503, 5351; 180.06662, 5764; 180.08678, 11026; 180.10359, 23342; 180.11325, 10221; 180.13887, 5369; 180.14943, 5280; 199.73048, 4625"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",35,"50.02361, 3493; 60.0452, 27011; 61.029, 3566; 66.66635, 4348; 68.05027, 4406; 68.1406, 3722; 69.03424, 5882; 70.06583, 10651; 72.04512, 44886; 76.14196, 3372; 78.36991, 3373; 84.04505, 111895; 85.02912, 18765; 96.04486, 7876; 97.02903, 7963; 98.06053, 24985; 98.49477, 3431; 99.04478, 3623; 103.03938, 7058; 108.78185, 3230; 109.57746, 3549; 114.05533, 15094; 115.03929, 4184; 120.08086, 6835; 126.05505, 26355; 127.03949, 3848; 134.01253, 5481; 144.06563, 30019; 162.07622, 62432; 180.10466, 20024; 180.11302, 5955; 180.13919, 5943; 51.96679, 6047; 53.68642, 5171; 56.0503, 16816; 56.71335, 5919; 57.03431, 8482; 58.43237, 6149; 59.01395, 5705; 60.04517, 165378; 61.02913, 26092; 65.01241, 5924; 67.63985, 4987; 68.05029, 27327; 69.03426, 34425; 70.0659, 56544; 72.04511, 279544; 73.02908, 17265; 74.0607, 6518; 75.44553, 5243; 79.99448, 5132; 80.05007, 26205; 81.03422, 25866; 84.04504, 702940; 85.02903, 143215; 85.0317, 10490; 86.06084, 13907; 90.0557, 8574; 96.04492, 69888; 97.02896, 65690; 98.06056, 193862; 99.04465, 12346; 102.05565, 13384; 103.03957, 29289; 104.71652, 5704; 106.99538, 5175; 108.04478, 28980; 109.02896, 11234; 111.03613, 5220; 114.05532, 108190; 115.03949, 13694; 116.07098, 20020; 120.08128, 6015; 126.05519, 140584; 127.0393, 39596; 129.42709, 5128; 132.06583, 7384; 144.06569, 156347; 148.07544, 5455; 148.70024, 5613; 160.32834, 5430; 162.07617, 338933; 180.08701, 24503; 180.10464, 18838; 189.59486, 5436; 196.14142, 5610"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",50,"53.16119, 3288; 53.83031, 4167; 56.05032, 5961; 57.22744, 3501; 60.0452, 32165; 60.08158, 4842; 61.02922, 9109; 62.15684, 3245; 65.32716, 3837; 68.05021, 7227; 68.95863, 4031; 69.03425, 11640; 70.06591, 21552; 72.04512, 58717; 73.02904, 5549; 73.32509, 3321; 80.05003, 7596; 84.04504, 87948; 85.02911, 23160; 86.06065, 6413; 96.04488, 13825; 96.99575, 5589; 97.02882, 13616; 98.06062, 26210; 108.04491, 5503; 114.05536, 9578; 120.08142, 4333; 126.05498, 10734; 134.41199, 3762; 144.06551, 4353; 162.076, 4951; 180.10422, 7702; 50.15629, 5759; 53.03947, 6340; 53.36444, 5593; 55.01863, 11817; 55.05502, 10881; 56.0503, 32642; 57.03427, 11634; 57.89983, 5063; 58.02953, 11967; 58.06589, 7532; 60.04519, 203219; 61.0292, 51244; 68.05029, 31863; 69.03426, 70488; 69.03624, 8998; 70.06587, 120329; 72.04511, 335259; 73.02911, 18089; 80.05016, 42518; 81.03419, 28361; 84.04504, 452965; 85.02904, 136150; 86.06071, 15791; 89.11929, 5738; 90.38658, 5314; 96.04491, 70514; 96.9957, 10732; 97.02896, 52213; 97.05252, 6277; 98.06055, 147538; 98.06413, 10992; 99.04469, 6875; 102.05536, 8485; 103.03944, 20403; 104.39818, 5698; 108.04472, 16216; 108.72295, 5896; 109.02879, 8745; 114.05536, 69801; 115.03928, 6157; 120.08109, 8502; 126.05524, 75854; 127.03931, 14484; 144.06578, 36658; 162.07629, 35823; 165.43808, 5831; 180.10394, 6854"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",100,"53.03942, 5516; 54.54983, 3203; 55.01865, 5461; 55.05516, 3578; 56.05028, 11206; 57.03429, 5290; 58.07001, 3122; 60.04522, 20329; 60.96809, 3126; 61.0292, 8260; 68.05019, 10498; 69.03434, 7848; 70.06589, 5438; 72.04511, 10826; 76.94532, 3677; 80.05022, 6308; 80.0587, 3469; 82.53848, 3283; 84.04494, 8995; 86.64369, 3288; 90.71491, 3379; 94.06591, 3987; 95.72468, 3572; 96.9957, 12124; 119.03185, 3719; 161.95848, 3839; 53.03938, 15445; 55.01858, 16011; 55.05507, 5184; 56.05029, 51425; 56.96545, 6771; 57.03428, 17518; 58.02949, 11110; 60.04516, 93311; 61.02917, 33416; 62.30224, 4645; 64.09946, 4910; 68.05022, 35320; 69.03262, 5429; 69.03426, 53480; 70.02942, 8846; 70.06582, 33301; 72.04513, 53730; 80.05011, 17746; 81.03418, 7685; 84.04502, 54065; 85.02895, 13877; 94.05751, 5778; 96.04482, 10944; 96.99561, 9483; 98.06048, 5940; 143.79407, 5103"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",20,"53.915, 3779; 56.47644, 3211; 60.04515, 14776; 61.56027, 3987; 66.93752, 3829; 72.04507, 14910; 74.60563, 3138; 80.49785, 3211; 84.04501, 82296; 85.02896, 15001; 96.04491, 8306; 97.9918, 3501; 98.06051, 16853; 100.42632, 3010; 102.05535, 5048; 103.20204, 3119; 108.04472, 3493; 114.05546, 7669; 116.00223, 5111; 117.93314, 3855; 126.05528, 19008; 134.01251, 3736; 144.06554, 23115; 149.26089, 3391; 162.07619, 84428; 180.08681, 12809; 180.10362, 22834; 180.11313, 6490; 180.14836, 4653; 54.52113, 6573; 56.05021, 16270; 56.08075, 7042; 57.03421, 7283; 58.02943, 6511; 60.04518, 156684; 61.02918, 13617; 62.2958, 6209; 66.50528, 6383; 68.0502, 12330; 69.03425, 18307; 70.06589, 32439; 72.0451, 226174; 73.02899, 7330; 80.05009, 26775; 81.03408, 19806; 84.04503, 878367; 85.02907, 123557; 88.45267, 6982; 89.84104, 6631; 90.05556, 9986; 90.72598, 6642; 96.04496, 80052; 97.02898, 68598; 98.06056, 183714; 102.05538, 16829; 102.35619, 7490; 103.03935, 20683; 104.92065, 6585; 108.04484, 30787; 109.02882, 19470; 114.0554, 117450; 115.03926, 11301; 116.00214, 7582; 116.07073, 14671; 126.05516, 224615; 127.03922, 50797; 132.06517, 9219; 144.06564, 272357; 145.04948, 18776; 162.07617, 992165; 177.6931, 6604; 180.08669, 148396; 180.10352, 11151; 180.11316, 9834"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",35,"50.49495, 3461; 50.63655, 3196; 50.80482, 3385; 50.83518, 3080; 51.50109, 3958; 51.97529, 3607; 54.97775, 3137; 60.04516, 37452; 61.02921, 4955; 61.07414, 3581; 68.05016, 8140; 68.6823, 3239; 69.03419, 8129; 70.06579, 11638; 72.0451, 63755; 80.05011, 8126; 84.04501, 135051; 85.02911, 29850; 86.0609, 3920; 96.04485, 13541; 97.02889, 13163; 97.99188, 3645; 98.06052, 34173; 102.81049, 3352; 103.03946, 3877; 107.10355, 3440; 108.03397, 4353; 108.04478, 7318; 109.02887, 4735; 114.05531, 20279; 116.00217, 5847; 119.51175, 3855; 120.08115, 4900; 126.0553, 32640; 127.03922, 8758; 144.06563, 32339; 152.89493, 3739; 158.99396, 3388; 162.07623, 79976; 162.63377, 3507; 174.98564, 4174; 180.08746, 6842; 180.10358, 13370; 180.11296, 5002; 197.54045, 3833; 56.05018, 14716; 60.04516, 175044; 61.02912, 27267; 66.99028, 7084; 68.05028, 28071; 69.0342, 31515; 70.06587, 56393; 71.04988, 5359; 72.0451, 301792; 73.02917, 10516; 80.05013, 25203; 81.03405, 23455; 83.51348, 7494; 84.04501, 703199; 85.02903, 142878; 86.06084, 14363; 87.04438, 8789; 90.05548, 7026; 92.40652, 6038; 96.04492, 96016; 97.0288, 58515; 97.47585, 5608; 98.05705, 11551; 98.06055, 186687; 99.0446, 11099; 102.05542, 15951; 103.03938, 19494; 105.18595, 5481; 108.04475, 33033; 109.02876, 13966; 111.01736, 6272; 114.05148, 9257; 114.05537, 111399; 115.03928, 13433; 116.00224, 8344; 116.0708, 13204; 116.30052, 5226; 116.48799, 5241; 123.89265, 6184; 123.93578, 6044; 126.05519, 173925; 127.03926, 40241; 132.06555, 7266; 139.55371, 5436; 144.06564, 165998; 145.04984, 8460; 148.15114, 5944; 162.07616, 361437; 180.08713, 30542; 180.1049, 9392; 180.1133, 6878"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",50,"50.1515, 3022; 56.96557, 3453; 58.31301, 3561; 60.04518, 36212; 61.02915, 6897; 68.0502, 9309; 69.03415, 11938; 70.06583, 18895; 72.04506, 49093; 73.02895, 3886; 74.04908, 3323; 80.05004, 7569; 81.03412, 7110; 84.045, 86023; 85.02907, 26513; 86.06052, 3628; 92.64017, 3756; 92.68305, 3646; 96.04488, 10230; 96.99555, 8753; 97.02883, 7274; 97.99175, 4385; 98.06056, 25535; 105.78396, 4250; 108.08188, 3502; 114.05522, 10084; 116.00217, 5921; 119.74249, 3359; 120.08106, 8721; 123.96246, 4163; 126.05493, 9499; 134.01248, 6521; 144.0657, 5245; 146.98192, 3179; 161.32788, 3423; 162.07565, 5927; 180.10417, 6266; 190.41991, 3731; 50.32429, 4934; 53.03941, 9961; 54.70826, 4568; 55.01872, 9867; 55.05505, 6788; 56.05029, 36628; 56.4511, 6028; 57.03425, 19936; 57.55677, 5406; 58.02953, 13452; 58.06585, 9421; 58.52729, 5655; 58.63133, 5537; 60.04519, 225527; 61.02918, 42184; 68.05022, 44677; 69.03423, 77869; 70.02944, 8871; 70.06587, 127120; 72.04512, 308058; 73.02898, 21146; 75.48537, 5746; 78.86942, 5275; 80.05009, 43955; 81.03413, 32384; 84.04504, 466105; 85.02905, 126311; 85.73994, 5403; 86.06064, 15216; 96.045, 67074; 97.02897, 65075; 97.05271, 7436; 98.06057, 161203; 99.04449, 7659; 101.0239, 6858; 102.05532, 5394; 103.03947, 16555; 108.04475, 24383; 109.02864, 10298; 114.05529, 63562; 115.03929, 6246; 118.6585, 5734; 126.05519, 61405; 127.03916, 13407; 142.32896, 5307; 142.49948, 5692; 144.06593, 38296; 149.51172, 5381; 162.07626, 41520; 166.54025, 6354; 173.31259, 5835; 180.10358, 5744; 190.90599, 5497"
"Glucosamine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",100,"55.01859, 5453; 55.76712, 3771; 56.05026, 14518; 56.96558, 7968; 57.03416, 3261; 59.64044, 3195; 60.04516, 30355; 61.02917, 8054; 61.14354, 3282; 61.39117, 3751; 66.75423, 3786; 67.82748, 3176; 68.05016, 12523; 69.03429, 17224; 69.07659, 3077; 70.02943, 3183; 70.06583, 12318; 71.77367, 3688; 72.04513, 17390; 77.50964, 3310; 80.05009, 6551; 80.30385, 4640; 81.03403, 4413; 84.045, 18568; 84.48263, 3350; 85.02879, 4860; 87.91349, 3807; 89.38803, 3654; 93.6044, 3075; 94.57666, 3621; 96.99561, 11712; 97.09264, 3076; 114.55379, 3362; 116.00217, 4611; 120.08112, 5333; 139.69632, 3766; 159.19887, 3391; 50.16005, 4547; 50.8669, 4086; 53.03935, 8163; 55.01863, 10376; 56.05028, 36150; 56.96545, 5675; 57.03424, 13122; 58.02959, 4450; 60.04518, 86332; 61.02924, 20710; 61.13562, 4470; 68.05031, 22838; 69.03423, 35714; 70.06586, 34006; 72.04514, 35941; 73.02895, 8720; 80.0501, 20794; 81.03411, 7976; 84.045, 45275; 85.02898, 13491; 87.69581, 4534; 96.04488, 10910; 96.99563, 14524; 97.9915, 5872; 99.61985, 4679; 117.33405, 4832; 142.71593, 5091"
"2-O-alpha-D-Glucosylglycerol","210204_Std_4uMStdsMix2InH2O_pos1.mzML",35,"57.03422, 13136; 61.1625, 3029; 75.04461, 12605; 75.91196, 3819; 77.21049, 3903; 78.79811, 3192; 85.02891, 14879; 93.05505, 14220; 97.94035, 3654; 105.98203, 3585; 118.59918, 3524; 124.64458, 3351; 127.03879, 5079; 131.10548, 3186; 162.04601, 4282; 168.95364, 4132; 178.86853, 3552; 192.58359, 3768; 227.64897, 6318; 256.23013, 3918"
"2-O-alpha-D-Glucosylglycerol","210204_Std_4uMStdsMix2InH2O_pos1.mzML",50,"51.34313, 3351; 55.84406, 3858; 56.19842, 3382; 57.03426, 13630; 62.55937, 3870; 65.34256, 3735; 69.03424, 4685; 75.04475, 7600; 83.45216, 3962; 85.029, 18481; 86.28168, 3092; 87.21724, 3248; 93.05503, 3216; 95.08595, 3566; 97.02902, 3817; 107.62928, 3557; 110.96915, 3494; 123.95544, 3552; 131.54483, 3504; 144.09537, 4234; 153.25595, 3583; 215.00577, 4234; 217.54875, 3611; 225.82909, 3994; 227.62843, 4562; 227.64075, 8223; 269.84894, 3673; 274.10019, 3366"
"2-O-alpha-D-Glucosylglycerol","210204_Std_4uMStdsMix2InH2O_pos2.mzML",20,"54.12948, 3440; 57.03431, 10026; 66.55655, 3455; 75.04256, 3398; 75.04473, 18799; 82.8725, 3471; 83.28299, 3258; 85.02898, 12053; 93.05515, 53910; 97.3762, 3389; 120.3853, 3823; 125.68843, 3378; 125.89835, 3553; 127.03911, 5631; 130.89877, 3689; 143.92297, 3455; 145.04962, 11941; 146.70264, 3788; 149.93272, 3489; 163.05994, 3684; 164.62723, 3861; 213.77966, 3641; 213.97571, 6198; 217.57437, 3456; 217.60913, 14974; 217.62498, 32789; 217.63713, 4731; 217.6479, 4414; 224.60509, 3552; 225.15939, 3496; 227.43787, 4324; 245.11118, 3385"
"2-O-alpha-D-Glucosylglycerol","210204_Std_4uMStdsMix2InH2O_pos2.mzML",35,"50.82606, 3104; 53.0111, 3446; 56.16853, 3311; 57.03432, 17402; 58.27262, 3253; 75.04471, 14555; 78.94695, 3658; 85.02904, 26499; 93.05508, 19418; 96.21918, 3351; 97.02877, 5464; 124.06401, 4181; 125.09485, 4101; 127.03916, 6726; 127.41553, 3987; 204.74275, 4158; 227.63631, 7940; 227.64828, 3830"
"2-O-alpha-D-Glucosylglycerol","210204_Std_4uMStdsMix2InH2O_pos2.mzML",50,"57.03423, 13150; 65.47662, 3545; 77.22153, 3522; 79.62298, 3565; 85.02896, 25801; 89.15252, 3098; 92.70382, 3244; 93.05486, 4799; 93.72691, 3115; 97.02882, 4260; 97.11208, 3023; 97.87818, 4187; 121.50265, 3279; 143.49652, 3517; 146.98306, 3334; 162.68585, 3642; 220.43129, 3805; 227.64038, 6905; 227.65182, 4260"
"2-O-alpha-D-Glucosylglycerol","210204_Std_4uMStdsMix2InH2O_pos2.mzML",100,"61.85368, 3400; 69.03421, 5808; 85.02918, 5164; 88.09895, 4267; 97.80155, 3323; 101.00922, 3458; 117.15292, 3643; 154.02135, 3324; 213.79283, 3955; 227.64583, 10292; 267.85132, 3734"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos1.mzML",20,"56.05032, 5988; 58.65337, 3863; 59.5145, 3971; 60.06023, 3517; 65.07889, 4051; 78.98522, 3806; 84.04501, 452825; 85.02907, 6136; 85.04836, 22879; 92.86588, 3281; 96.13564, 4652; 98.69348, 4037; 102.05542, 197068; 102.07446, 4699; 112.68086, 4082; 114.7329, 3693; 119.85519, 3942; 124.12158, 3430; 130.05006, 201881; 131.05325, 32653; 148.03941, 5297; 148.0605, 67364; 148.08693, 28730; 148.09712, 5095; 148.11212, 9933; 157.01643, 3453"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos1.mzML",35,"50.49463, 3311; 62.12633, 3329; 62.46364, 3261; 67.1207, 3768; 79.26102, 3310; 84.04504, 190087; 85.04838, 5259; 91.81514, 3798; 102.05546, 82408; 120.17722, 3447; 130.05009, 80516; 131.0533, 11527; 148.06079, 24001; 148.08691, 31179; 148.11232, 11449; 155.96449, 3869; 50.6091, 3452; 53.53708, 3530; 56.05031, 7687; 59.20248, 3144; 68.56023, 3706; 71.08498, 3304; 73.76819, 3936; 78.02177, 3239; 79.73524, 3434; 80.13712, 4317; 83.77306, 3309; 84.04503, 438623; 85.04828, 16844; 88.63, 3787; 91.89303, 3380; 92.17802, 3298; 92.28969, 3105; 95.42023, 2916; 102.05544, 168561; 129.12027, 3889; 130.05008, 169160; 131.05328, 30863; 131.65929, 3867; 133.84251, 4051; 134.15332, 3728; 135.42815, 3727; 148.03944, 5538; 148.06055, 48777; 148.07562, 4887; 148.08676, 27124; 148.11215, 16870; 148.17085, 5092; 149.83504, 3700; 155.06195, 3448; 167.57422, 3851"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos1.mzML",50,"53.29083, 3516; 54.16344, 3205; 56.05029, 8562; 57.36965, 3365; 57.64989, 3484; 61.83543, 3851; 70.58031, 3535; 71.70403, 4084; 84.04503, 338085; 84.87971, 3463; 85.02901, 7433; 85.04848, 14324; 88.46091, 3644; 96.13724, 3563; 102.0554, 59705; 123.91708, 3242; 130.0291, 4160; 130.05013, 24228; 148.08682, 30775; 148.11246, 12395; 163.10687, 3795; 56.05029, 24280; 68.94212, 3210; 70.33141, 3374; 72.49138, 3364; 78.16057, 3392; 79.75154, 3659; 83.92391, 3266; 84.04504, 630656; 85.02911, 16864; 85.04203, 4732; 85.04839, 32107; 97.57352, 3288; 99.88953, 3997; 102.05544, 108642; 107.1535, 3415; 111.28411, 3499; 113.22675, 3530; 130.05014, 41901; 131.05351, 11592; 136.86125, 3508; 148.06062, 8621; 148.08707, 25976; 148.11253, 9652"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos1.mzML",100,"56.05029, 114883; 64.92795, 3859; 75.50108, 3284; 76.95989, 4151; 80.0502, 5695; 84.04506, 209553; 85.02921, 4801; 85.04826, 15977; 103.56152, 3584; 129.10367, 3237; 132.08115, 3416; 133.77736, 3228; 166.0107, 3528"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos2.mzML",20,"53.96167, 3712; 56.05027, 8762; 66.50527, 3104; 66.82004, 3663; 66.96078, 3806; 69.9668, 4240; 73.72854, 3553; 79.16402, 3947; 84.045, 481698; 85.02904, 11340; 85.04829, 23759; 86.22275, 3910; 100.96504, 3488; 102.05541, 193091; 116.36671, 3416; 121.76135, 3448; 123.96548, 3701; 130.05003, 206124; 131.0341, 6008; 131.04802, 6885; 131.05319, 33002; 141.04153, 3721; 141.63531, 3662; 148.03918, 6329; 148.06053, 66382; 148.07506, 4855; 148.08066, 6959; 148.08681, 33611; 148.09711, 5090; 148.11229, 14395; 166.57213, 4386"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos2.mzML",35,"56.05027, 7732; 84.04502, 510996; 85.02898, 11934; 85.04843, 23695; 85.8057, 3694; 91.6059, 3542; 91.70092, 4339; 96.5718, 4206; 102.05544, 203043; 130.05008, 182841; 131.05338, 32667; 148.06055, 62061; 148.08702, 36830; 148.09697, 4000; 148.11217, 11850; 165.15553, 3243"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos2.mzML",50,"52.6216, 3531; 56.05026, 23591; 64.24393, 3659; 73.09055, 3568; 78.405, 3431; 79.4352, 4533; 84.04501, 656299; 85.02905, 12482; 85.04839, 22548; 98.74023, 3878; 102.05544, 99037; 121.00941, 3935; 130.05011, 53508; 131.05348, 15231; 140.7106, 3784; 148.06093, 5073; 148.08693, 26615; 148.11214, 6535"
"L-Glutamic acid","210204_Std_4uMStdsMix1InH2O_pos2.mzML",100,"53.46459, 3495; 56.04877, 6314; 56.05028, 104798; 56.0518, 6022; 58.51622, 3431; 65.69736, 3547; 80.05022, 4176; 84.04501, 162671; 85.02883, 3486; 85.04836, 14438; 53.59159, 3615; 53.59335, 3531; 54.63475, 3503; 55.20085, 4044; 56.05027, 55998; 59.00171, 3384; 60.90096, 3470; 79.33629, 3461; 84.04225, 6865; 84.04504, 119309; 85.04835, 8048; 87.09458, 3944; 100.0763, 3921; 101.81213, 4052; 103.15324, 3489; 112.72404, 3320; 119.48952, 3513; 144.10017, 3664; 144.92557, 3550; 161.0914, 3504; 169.57848, 3538"
